company_name,address,summary,details,website,stock_code
G.U.D. HOLDINGS LIMITED,"144 Moray Street, SOUTH MELBOURNE, VIC, AUSTRALIA, 3205",GUD Holdings Limited owns a portfolio of companies in the automotive aftermarket and accessories sector. Our principal markets are Australia and New Zealand.,GUD Holdings Limited owns a portfolio of companies in the automotive aftermarket and accessories sector. Our principal markets are Australia and New Zealand.,http://www.gud.com.au/,GUD
GLOBAL URANIUM AND ENRICHMENT LTD,"Level 11, 216 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",Uranium explorer and developer in North America.,Uranium explorer and developer in North America.,http://www.globaluranium.com.au,GUE
GULLEWA LIMITED,"Suite 1  Level 2, 49-51 York Street, SYDNEY, NSW, AUSTRALIA, 2000","Investment in listed equities Property, Exploration & Mining","Investment in listed equities Property, Exploration & Mining",http://www.gullewa.com/,GUL
STAUDE CAPITAL GLOBAL VALUE FUND LIMITED,"C/- Acclime Corporate Services Aust. PL, Level 7, 330 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000","Listed investment company, investing in equities or closed-end funds listing on major global stock exchanges.","Listed investment company, investing in equities or closed-end funds listing on major global stock exchanges.",http://www.globalvaluefund.com.au,GVF
GREENWING RESOURCES LTD,"Level 21, 110 Mary Street, BRISBANE, QLD, AUSTRALIA, 4000",Mineral Exploration.,Mineral Exploration.,http://www.greenwingresources.com,GW1
GWA GROUP LIMITED.,"Building 3B, 188 Holt Street, PINKENBA, QLD, AUSTRALIA, 4008","Supplier of building fixtures and fittings to residential and commercial premises, including sanitaryware and bathroom products, baths, tapware, sinks and laundry tubs.","Supplier of building fixtures and fittings to residential and commercial premises, including sanitaryware and bathroom products, baths, tapware, sinks and laundry tubs.",http://www.gwagroup.com.au,GWA
GWR GROUP LIMITED,"97, Outram Street, WEST PERTH, WA, AUSTRALIA, 6005",Diversified Minerals Group exploring and evaluating mining projects in Australia and overseas,Diversified Minerals Group exploring and evaluating mining projects in Australia and overseas,http://www.gwrgroup.com.au/,GWR
GREENHY2 LIMITED,"Level 12, 680 George Street, SYDNEY, NSW, AUSTRALIA, 2000","An integrated service provide specialising in the innovative delivery of asset management solutions, electrical maintenance and telecommunications-related infrastructure. Our national footprint services customers across a range of sectors including retail","An integrated service provide specialising in the innovative delivery of asset management solutions, electrical maintenance and telecommunications-related infrastructure. Our national footprint services customers across a range of sectors including retail",http://www.tempoaust.com,H2G
HALO TECHNOLOGIES HOLDINGS LTD,"c/- Boardroom Pty Limited, Level 12 225 George Street, SYDNEY, NSW, AUSTRALIA, 2000",Equities research and trade execution platform,Equities research and trade execution platform,https://www.halo-technologies.com/,HAL
HARANGA RESOURCES LIMITED.,"Suite 7/ 63 Shepperton Road, VICTORIA PARK, WA, AUSTRALIA, 6100",Mineral exploration,Mineral exploration,https://haranga.com/,HAR
HASTINGS TECHNOLOGY METALS LTD,"Level 3 5 Mill Street, PERTH, WA, AUSTRALIA, 6000",Rare Earths exploration in Western Australia,Rare Earths exploration in Western Australia,http://www.hastingstechmetals.com,HAS
HAVILAH RESOURCES LIMITED,"107 Rundle Street, KENT TOWN, SA, AUSTRALIA, 5067",mineral exploration and production,mineral exploration and production,http://www.havilah-resources.com.au/,HAV
HAWTHORN RESOURCES LIMITED,"Level 23, Rialto South Tower, 525 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",Mineral exploration,Mineral exploration,http://www.hawthornresources.com,HAW
HYDROCARBON DYNAMICS LIMITED,"Level 6, 412 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",Oil and Gas exploration,Oil and Gas exploration,http://www.hcdinvestor.com,HCD
H&G HIGH CONVICTION LIMITED,"Level 5, 107 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000",HCF invests in a concentrated portfolio of ASX-listed microcap companies over a multi-year timeframe. HCF's primary goals are to generate long-term double-digit per annum returns while minimising capital loss.,HCF invests in a concentrated portfolio of ASX-listed microcap companies over a multi-year timeframe. HCF's primary goals are to generate long-term double-digit per annum returns while minimising capital loss.,https://www.hancockandgore.com.au/highconviction,HCF
HOT CHILI LIMITED,"First Floor, 768 Canning Highway, APPLECROSS, WA, AUSTRALIA, 6153","Copper, Gold, and Molybdenum.","Copper, Gold, and Molybdenum.",http://www.hotchili.net.au,HCH
HIGHCOM LIMITED,"3 Faulding Street, SYMONSTON, ACT, AUSTRALIA, 2609",The provision of products and services within the homeland security industry.,The provision of products and services within the homeland security industry.,http://www.xtek.net/,HCL
HOLISTA COLLTECH LIMITED,"283 Rokeby Road, SUBIACO, WA, AUSTRALIA, 6008",Bio-industrial company committed to the development and commercialisation of food ingredients and ovine collagen for cosmetic and biomedical applications.,Bio-industrial company committed to the development and commercialisation of food ingredients and ovine collagen for cosmetic and biomedical applications.,http://www.holistaco.com,HCT
HEALTHCO HEALTHCARE AND WELLNESS REIT,"Level 7, Gateway, 1 Macquarie Place, SYDNEY, NSW, AUSTRALIA, 2000",Owning and managing a portfolio of commercial health and wellness real estate assets.,Owning and managing a portfolio of commercial health and wellness real estate assets.,https://www.hmccapital.com.au,HCW
HOMECO DAILY NEEDS REIT,"Level 7, Gateway, 1 Macquarie Place, SYDNEY, NSW, AUSTRALIA, 2000",Owning and managing a portfolio of commercial real estate assets,Owning and managing a portfolio of commercial real estate assets,https://www.hmccapital.com.au,HDN
HELIOS ENERGY LTD,"Suite 6, 295 Rokeby Road, SUBIACO, WA, AUSTRALIA, 6008",Oil and gas exploration and development,Oil and gas exploration and development,http://www.heliosenergyltd.com,HE8
HIGHFIELD RESOURCES LIMITED,"169 Fullarton Road, DULWICH, SA, AUSTRALIA, 5065",Potash exploration.,Potash exploration.,http://www.highfieldresources.com.au,HFR
HUBIFY LIMITED,"Suite 103, Level 1, 6-10 Talavera Road, MACQUARIE PARK, NSW, AUSTRALIA, 2113","Telecommunication solutions
Managed Services
Cyber Security","Telecommunication solutions
Managed Services
Cyber Security",https://www.hubify.com.au/investor-centre/,HFY
HEARTLAND GROUP HOLDINGS LIMITED,"Level 3, Heartland House, 35 Teed Street, NEWMARKET, AUC, NEW ZEALAND, 1023",Financial services,Financial services,http://www.heartland.co.nz/,HGH
HUDSON INVESTMENT GROUP LIMITED,"Level 5, 52 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",Investment in commercial and industrial property.,Investment in commercial and industrial property.,http://www.higl.com.au,HGL
HILLGROVE RESOURCES LIMITED,"5-7 King William Road, UNLEY, SA, AUSTRALIA, 5061",Australian mining company with a mix of producing and exploration assets in Australia and Indonesia.  The Company is primarily focused on mining and production at its Kanmantoo open pit copper mine in South Australia.,Australian mining company with a mix of producing and exploration assets in Australia and Indonesia.  The Company is primarily focused on mining and production at its Kanmantoo open pit copper mine in South Australia.,http://www.hillgroveresources.com.au,HGO
HYGROVEST LIMITED,"Suite 5706, Level 57, MLC Centre, 19-29 Martin Place, SYDNEY, NSW, AUSTRALIA, 2000",Listed Investment Company.,Listed Investment Company.,http://www.hygrovest.com.au,HGV
HARTSHEAD RESOURCES NL,"333C Charles Street, NORTH PERTH, WA, AUSTRALIA, 6006",Oil & Gas Exploration.,Oil & Gas Exploration.,https://hartshead-resources.com.au/,HHR
HAWSONS IRON LTD,"Level 21, 12 Creek Street, BRISBANE, QLD, AUSTRALIA, 4000",Mineral exploration,Mineral exploration,http://www.hawsons.com.au,HIO
HITIQ LIMITED,"Optima Partners, Suite 3, 128 Main Street, OSBORNE PARK, WA, AUSTRALIA, 6017","Building and commercialising a technology platform to assist in the surveillance, detection, assessment and diagnosis of sports related concussion injury.","Building and commercialising a technology platform to assist in the surveillance, detection, assessment and diagnosis of sports related concussion injury.",https://www.hitiq.com/,HIQ
HITECH GROUP AUSTRALIA LIMITED,"Level 9, 189 Kent Street, SYDNEY, NSW, AUSTRALIA, 2000",Supplying information technology & telecommunications recruitment services for permanent and contract staff,Supplying information technology & telecommunications recruitment services for permanent and contract staff,http://www.hitechaust.com,HIT
HELIA GROUP LIMITED,"Level 26, 101 Miller Street, NORTH SYDNEY, NSW, AUSTRALIA, 2060",Provider of lenders mortgage insurance in Australia.,Provider of lenders mortgage insurance in Australia.,https://helia.com.au/,HLI
HELLOWORLD TRAVEL LIMITED,"179 Normanby Road, SOUTH MELBOURNE, VIC, AUSTRALIA, 3205","Retail, Wholesale & Corporate Travel Company","Retail, Wholesale & Corporate Travel Company",http://www.helloworldlimited.com.au,HLO
HEALIUS LIMITED,"Level 22, 161 Castlereagh Street, SYDNEY, NSW, AUSTRALIA, 2000",Diagnostics company.,Diagnostics company.,http://www.healius.com.au,HLS
HELIX RESOURCES LIMITED,"Level 4, 225 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",Mineral exploration.,Mineral exploration.,http://www.helix.net.au/,HLX
HEARTS AND MINDS INVESTMENTS LIMITED,"Level 16, Chifley Plaza, 2 Chifley Square, SYDNEY, NSW, AUSTRALIA, 2000",Listed investment company,Listed investment company,http://www.heartsandmindsinvestments.com.au,HM1
HMC CAPITAL LIMITED,"Level 7, Gateway, 1 Macquarie Place, SYDNEY, NSW, AUSTRALIA, 2000","Diversified alternative asset manager focused on real estate, private equity, energy transition and digital infrastructure","Diversified alternative asset manager focused on real estate, private equity, energy transition and digital infrastructure",http://www.hmccapital.com.au,HMC
HERAMED LIMITED,"Suite 4, Level 16 55 Clarence Street, SYDNEY, NSW, AUSTRALIA, 2000","Development, manufacture and distribution of fetal heart beat monitors and other pregnancy-related solutions.","Development, manufacture and distribution of fetal heart beat monitors and other pregnancy-related solutions.",http://www.hera-med.com,HMD
HAMELIN GOLD LIMITED,"Suite 2, 1 Alvan Street, SUBIACO, WA, AUSTRALIA, 6008",Mineral Exploration,Mineral Exploration,https://hamelingold.com.au/,HMG
HIREMII LIMITED,"Level 1, 251 St George's Terrace, PERTH, WA, AUSTRALIA, 6000",Labour hire and recruitment,Labour hire and recruitment,https://www.hiremii.com/,HMI
HAMMER METALS LIMITED,"Unit 1, 28-30 Mayfair Street, WEST PERTH, WA, AUSTRALIA, 6005",Gold and Base Metals exploration.,Gold and Base Metals exploration.,http://www.hammermetals.com.au,HMX
HARMONEY CORP LIMITED,"Level 3, 110 Customs Street West, AUCKLAND CBD, AUC, NEW ZEALAND, 1010",Online direct personal lender that operates across New Zealand and Australia.,Online direct personal lender that operates across New Zealand and Australia.,https://www.harmoney.com.au/,HMY
HANCOCK & GORE LTD,"Level 5, 107 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000","HNG is a diversified investment company with a focus on active management and driving shareholder returns, investing in a broad range of opportunities across Private Equity, ASX listed equities, Funds management, real property, debt funding and other alte","HNG is a diversified investment company with a focus on active management and driving shareholder returns, investing in a broad range of opportunities across Private Equity, ASX listed equities, Funds management, real property, debt funding and other alte",https://www.hancockandgore.com.au,HNG
HORSESHOE METALS LIMITED,"Level 2, 50 Kings Park Rd, WEST PERTH, WA, AUSTRALIA, 6005",Copper and Gold exploration.,Copper and Gold exploration.,http://www.horseshoemetals.com.au/,HOR
THE HYDRATION PHARMACEUTICALS COMPANY LIMITED,"C/- CDPlus Corporate Services Pty Ltd, 'Rialto South Tower', Level 42, 525 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000","The marketing and sale of liquid, tablet and powder hydration solution products into the North American markets of Canada and the United States.","The marketing and sale of liquid, tablet and powder hydration solution products into the North American markets of Canada and the United States.",https://hydralyte.com/,HPC
HIPAGES GROUP HOLDINGS LTD,"Level 10, 255 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000","Holding company for an Australia-based marketplace platform and Software as a Service provider for tradies, that aims to connect tradies and consumers for home improvement jobs.","Holding company for an Australia-based marketplace platform and Software as a Service provider for tradies, that aims to connect tradies and consumers for home improvement jobs.",https://hipagesgroup.com.au/,HPG
HOTEL PROPERTY INVESTMENTS,"Suite 2, L17, IBM Centre, 60 CIty Rd, SOUTHBANK, VIC, AUSTRALIA, 3006",Ownership of real property.,Ownership of real property.,http://www.hpitrust.com.au,HPI
HEALTH AND PLANT PROTEIN GROUP LIMITED,"C/- Thomson Geer, Level 28, Waterfront Place, 1 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",Processing and marketing of macadamia products,Processing and marketing of macadamia products,http://www.hppgroup.com,HPP
HIGH PEAK ROYALTIES LIMITED,"24-26 Kent Street, MILLERS POINT, NSW, AUSTRALIA, 2000","Acquisition of royalty interests,
exploration permits and various oil and gas assets","Acquisition of royalty interests,
exploration permits and various oil and gas assets",http://www.highpeak.com.au,HPR
HEAVY RARE EARTHS LIMITED,"C/- JM Corporate Services, Level 21, 459 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",Mining exploration in Australia,Mining exploration in Australia,https://hreltd.com.au/,HRE
HORIZON GOLD LIMITED,"Unit 5, 78 Marine Terrace, FREMANTLE, WA, AUSTRALIA, 6160",Exploration and Mining,Exploration and Mining,http://www.horizongold.com.au,HRN
HORIZON MINERALS LIMITED,"163-167 Stirling Highway, NEDLANDS, WA, AUSTRALIA, 6009",Exploration for gold and other economic resources,Exploration for gold and other economic resources,http://www.horizonminerals.com.au,HRZ
HANSEN TECHNOLOGIES LIMITED,"Level 2, 31 Queen Street, MELBOURNE, VIC, AUSTRALIA, 3000","Development, Integration and support of billings systems software for the telecommunications and utilities industries.","Development, Integration and support of billings systems software for the telecommunications and utilities industries.",http://www.hansencx.com,HSN
HARRIS TECHNOLOGY GROUP LIMITED,"124 Abbott Rd, Hallam, MELBOURNE, VIC, AUSTRALIA, 3803",Online IT and Consumer Electronic goods vendor,Online IT and Consumer Electronic goods vendor,http://www.ht8.com.au,HT8
HUTCHISON TELECOMMUNICATIONS (AUSTRALIA) LIMITED,"Level 27, Tower Two, International Towers Sydney, 200 Barangaroo Avenue, BARANGAROO, NSW, AUSTRALIA, 2000",Telecommunications,Telecommunications,http://www.hutchison.com.au/,HTA
HARVEST TECHNOLOGY GROUP LTD,"7 Turner Avenue, BENTLEY, WA, AUSTRALIA, 6102",Advanced technology solutions and communications company,Advanced technology solutions and communications company,https://www.harvest.technology/,HTG
HIGH-TECH METALS LTD,"22 Townshend Road, SUBIACO, WA, AUSTRALIA, 6008",Mineral exploration and mining,Mineral exploration and mining,https://hightechmetals.com.au/,HTM
HUB24 LIMITED,"Level 2, 7 Macquarie Place, SYDNEY, NSW, AUSTRALIA, 2000",Investment and superannuation platform services.,Investment and superannuation platform services.,http://www.hub24.com.au,HUB
HUMM GROUP LIMITED,"Level 1, 121 Harrington St, The Rocks, SYDNEY, NSW, AUSTRALIA, 2000","HUM is a diversified financial services company that provides finance and instalment plans which enable businesses and consumers to make large purchases. HUM operates in Australia, New Zealand, Ireland, Canada, and the United Kingdom.","HUM is a diversified financial services company that provides finance and instalment plans which enable businesses and consumers to make large purchases. HUM operates in Australia, New Zealand, Ireland, Canada, and the United Kingdom.",https://www.shophumm.com/humm-group/,HUM
HARVEY NORMAN HOLDINGS LIMITED,"A1 Richmond Road, HOMEBUSH WEST, NSW, AUSTRALIA, 2140","Principal activities of the consolidated entity continue to be that of an integrated retail, franchise and property entity including, franchisor, Sale of furniture, bedding, computer, communications and consumer electrical products in New Zealand, Sloveni","Principal activities of the consolidated entity continue to be that of an integrated retail, franchise and property entity including, franchisor, Sale of furniture, bedding, computer, communications and consumer electrical products in New Zealand, Sloveni",http://www.harveynormanholdings.com.au,HVN
HEAVY MINERALS LIMITED,"Level 8, 216 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",Mineral exploration and development,Mineral exploration and development,https://www.heavyminerals.com/,HVY
HEXAGON ENERGY MATERIALS LIMITED,"Level 2, 35 Outram Street, WEST PERTH, WA, AUSTRALIA, 6005",Mining and exploration.,Mining and exploration.,http://www.hxgenergymaterials.com.au,HXG
